,Time,S1Temp,S2Temp,S3Temp,S1Light,S2Light,S3Light,CO2,PIR1,PIR2,Persons
2048,2375,20.1,20.06,19.49,0.0,0,0.0,360.0,0,0,0
2049,2379,20.1,20.08,19.53,0.0,0,0.0,360.0,0,0,0
2050,2383,20.08,20.13,19.46,0.0,0,0.0,360.0,0,0,0
2051,2387,20.11,20.08,19.48,0.0,0,0.0,360.0,0,0,0
2052,2391,20.1,20.14,19.56,0.0,0,0.0,360.0,0,0,0
2053,2395,20.09,20.08,19.49,0.0,0,0.0,360.0,0,0,0
2054,2399,20.11,20.09,19.49,0.0,0,0.0,360.0,0,0,0
2055,2403,20.09,20.11,19.6,0.0,0,0.0,360.0,0,0,0
2056,2407,20.11,20.1,19.53,0.0,0,0.0,360.0,0,0,0
2057,2411,20.18,20.1,19.54,0.0,0,0.0,360.0,0,0,0
2058,2418,20.16,20.16,19.61,0.0,0,0.0,360.0,0,0,0
2059,2422,20.1,20.12,19.49,0.0,0,0.0,360.0,0,0,0
2060,2426,20.06,20.04,19.48,0.0,0,0.0,360.0,0,0,0
2061,2430,20.11,20.08,19.59,0.0,0,0.0,360.0,0,0,0
2062,2434,20.06,20.09,19.48,0.0,0,0.0,360.0,0,0,0
2063,2438,20.03,20.04,19.47,0.0,0,0.0,360.0,0,0,0
2064,2442,20.15,20.12,19.5,0.0,0,0.0,360.0,0,0,0
2065,2446,20.1,20.03,19.53,0.0,0,0.0,360.0,0,0,0
2066,2450,20.1,20.15,19.52,0.0,0,0.0,360.0,0,0,0
2067,2454,20.04,20.05,19.6,0.0,0,0.0,360.0,0,0,0
2068,2458,20.1,20.05,19.55,0.0,0,0.0,360.0,0,0,0
2069,2462,20.19,20.18,19.55,0.0,0,0.0,360.0,0,0,0
2070,2466,20.06,20.05,19.54,0.0,0,0.0,360.0,0,0,0
2071,2470,20.05,20.03,19.63,0.0,0,0.0,360.0,0,0,0
2072,2474,20.09,20.08,19.54,0.0,0,0.0,360.0,0,0,0
2073,2478,20.05,20.1,19.61,0.0,0,0.0,360.0,0,0,0
2074,2482,20.05,20.09,19.46,0.0,0,0.0,360.0,0,0,0
2075,2486,20.08,20.08,19.51,0.0,0,0.0,360.0,0,0,0
2076,2490,20.11,20.1,19.55,0.0,0,0.0,360.0,0,0,0
2077,2494,20.05,20.12,19.49,0.0,0,0.0,360.0,0,0,0
2078,2498,20.09,20.19,19.55,0.0,0,0.0,360.0,0,0,0
2079,2502,20.04,20.06,19.53,0.0,0,0.0,360.0,0,0,0
2080,2506,20.06,20.11,19.51,0.0,0,0.0,360.0,0,0,0
2081,2510,20.12,20.04,19.5,0.0,0,0.0,360.0,0,0,0
2082,2514,20.1,20.11,19.53,0.0,0,0.0,360.0,0,0,0
2083,2518,20.09,20.06,19.53,0.0,0,0.0,360.0,0,0,0
2084,2522,20.08,20.16,19.51,236.0,191,195.0,360.0,1,1,0
2085,2525,20.12,20.07,19.51,0.0,0,0.0,360.0,0,0,0
2086,2529,20.03,20.1,19.48,0.0,0,0.0,360.0,0,0,0
2087,2532,20.06,20.1,19.53,0.0,0,0.0,360.0,0,0,0
2088,2536,20.1,20.03,19.57,0.0,0,0.0,360.0,0,0,0
2089,2540,20.1,20.07,19.46,0.0,0,0.0,360.0,0,0,0
2090,2544,20.07,20.12,19.51,0.0,0,0.0,360.0,0,0,0
2091,2548,20.12,20.08,19.47,0.0,0,0.0,360.0,0,0,0
2092,2552,20.12,20.05,19.48,0.0,0,0.0,360.0,0,0,0
2093,2556,20.08,20.09,19.48,0.0,0,0.0,360.0,0,0,0
2094,2559,20.08,20.13,19.52,0.0,0,0.0,360.0,0,0,0
2095,2563,20.16,20.07,19.61,0.0,0,0.0,360.0,0,0,0
2096,2567,20.11,20.06,19.55,0.0,0,0.0,360.0,0,0,0
2097,2570,20.08,20.09,19.52,0.0,0,0.0,360.0,0,0,0
2098,2574,20.07,20.11,19.48,0.0,0,0.0,360.0,0,0,0
2099,2578,20.04,20.03,19.49,0.0,0,0.0,360.0,0,0,0
2100,2582,20.13,20.05,19.51,0.0,0,0.0,360.0,0,0,0
2101,2586,20.07,20.08,19.42,0.0,0,0.0,360.0,0,0,0
2102,2590,20.12,20.1,19.51,0.0,0,0.0,360.0,0,0,0
2103,2594,20.04,20.09,19.48,0.0,0,0.0,360.0,0,0,0
2104,2598,20.08,20.08,19.5,0.0,0,0.0,360.0,0,0,0
2105,2602,20.06,20.08,19.52,0.0,0,0.0,360.0,0,0,0
2106,2606,20.1,20.03,19.48,0.0,0,0.0,360.0,0,0,0
2107,2610,20.09,20.1,19.46,0.0,0,0.0,360.0,0,0,0
2108,2614,20.1,20.05,19.54,0.0,0,0.0,360.0,0,0,0
2109,2618,20.05,20.05,19.53,0.0,0,0.0,360.0,0,0,0
2110,2622,20.04,20.12,19.54,0.0,0,0.0,360.0,0,0,0
2111,2626,20.03,20.04,19.44,0.0,0,0.0,360.0,0,0,0
2112,2630,20.09,20.05,19.52,0.0,0,0.0,360.0,0,0,0
2113,2634,20.11,20.08,19.41,0.0,0,0.0,360.0,0,0,0
2114,2638,20.12,20.11,19.49,0.0,0,0.0,360.0,0,0,0
2115,2642,20.1,20.07,19.43,0.0,0,0.0,360.0,0,0,0
2116,2646,20.12,20.08,19.44,0.0,0,0.0,360.0,0,0,0
2117,2650,20.08,20.09,19.52,0.0,0,0.0,360.0,0,0,0
2118,2654,20.08,20.08,19.4,0.0,0,0.0,360.0,0,0,0
2119,2658,20.1,20.06,19.43,0.0,0,0.0,360.0,0,0,0
2120,2662,20.12,20.08,19.41,0.0,0,0.0,360.0,0,0,0
2121,2666,20.1,20.09,19.46,0.0,0,0.0,360.0,0,0,0
2122,2670,20.13,20.08,19.48,0.0,0,0.0,360.0,0,0,0
2123,2674,20.09,20.13,19.46,0.0,0,0.0,360.0,0,0,0
2124,2678,20.12,20.08,19.46,0.0,0,0.0,360.0,0,0,0
2125,2682,20.13,20.03,19.44,0.0,0,0.0,360.0,0,0,0
2126,2686,20.09,20.07,19.44,0.0,0,0.0,360.0,0,0,0
2127,2690,20.08,20.12,19.49,0.0,0,0.0,360.0,0,0,0
2128,2694,20.12,20.11,19.48,0.0,0,0.0,360.0,0,0,0
2129,2698,20.11,20.08,19.53,0.0,0,0.0,360.0,0,0,0
2130,2702,20.12,20.09,19.48,0.0,0,0.0,360.0,0,0,0
2131,2706,20.12,20.05,19.53,0.0,0,0.0,355.0,0,0,0
2132,2710,20.05,20.08,19.52,0.0,0,0.0,355.0,0,0,0
2133,2714,20.1,20.09,19.48,0.0,0,0.0,360.0,0,0,0
2134,2718,20.11,20.04,19.51,0.0,0,0.0,355.0,0,0,0
2135,2722,20.04,20.13,19.54,0.0,0,0.0,355.0,0,0,0
2136,2726,20.04,20.03,19.49,0.0,0,0.0,360.0,0,0,0
2137,2730,20.13,20.04,19.52,0.0,0,0.0,360.0,0,0,0
2138,2734,20.04,20.1,19.51,0.0,0,0.0,360.0,0,0,0
2139,2738,20.04,20.07,19.45,0.0,0,0.0,360.0,0,0,0
2140,2742,20.12,20.11,19.5,0.0,0,0.0,355.0,0,0,0
2141,2746,20.07,20.02,19.54,0.0,0,0.0,360.0,0,0,0
2142,2750,20.09,20.09,19.52,0.0,0,0.0,360.0,0,0,0
2143,2754,20.06,20.08,19.48,0.0,0,0.0,360.0,0,0,0
2144,2758,20.12,20.12,19.42,0.0,0,0.0,360.0,0,0,0
2145,2762,20.07,20.03,19.49,0.0,0,0.0,360.0,0,0,0
2146,2766,20.12,20.08,19.44,0.0,0,0.0,360.0,0,0,0
2147,2770,20.08,20.08,19.46,0.0,0,0.0,355.0,0,0,0
2148,2774,20.09,20.05,19.48,0.0,0,0.0,355.0,0,0,0
2149,2778,20.08,20.07,19.45,0.0,0,0.0,355.0,0,0,0
2150,2782,20.04,20.09,19.45,0.0,0,0.0,360.0,0,0,0
2151,2786,20.1,20.04,19.43,0.0,0,0.0,360.0,0,0,0
2152,2790,20.12,20.07,19.52,0.0,0,0.0,360.0,0,0,0
2153,2794,20.1,20.06,19.47,0.0,0,0.0,360.0,0,0,0
2154,2798,20.12,20.13,19.44,0.0,0,0.0,360.0,0,0,0
2155,2802,20.05,20.05,19.42,0.0,0,0.0,360.0,0,0,0
2156,2806,20.04,20.1,19.48,0.0,0,0.0,360.0,0,0,0
2157,2810,20.12,20.12,19.46,0.0,0,0.0,360.0,0,0,0
2158,2814,20.05,20.09,19.49,0.0,0,0.0,360.0,0,0,0
2159,2818,19.98,20.1,19.48,0.0,0,0.0,360.0,0,0,0
2160,2822,19.97,20.05,19.43,0.0,0,0.0,360.0,0,0,0
2161,2826,20.04,20.02,19.54,0.0,0,0.0,355.0,0,0,0
2162,2830,20.11,20.08,19.46,0.0,0,0.0,360.0,0,0,0
2163,2834,20.07,20.1,19.49,0.0,0,0.0,355.0,0,0,0
2164,2838,20.1,20.04,19.44,0.0,0,0.0,355.0,0,0,0
2165,2842,20.05,20.08,19.4,0.0,0,0.0,360.0,0,0,0
2166,2846,20.05,19.98,19.47,0.0,0,0.0,355.0,0,0,0
2167,2850,20.08,20.04,19.48,0.0,0,0.0,360.0,0,0,0
2168,2854,19.99,20.07,19.4,0.0,0,0.0,360.0,0,0,0
2169,2861,20.0,20.09,19.42,0.0,0,0.0,360.0,0,0,0
2170,2865,19.96,20.02,19.43,0.0,0,0.0,360.0,0,0,0
2171,2869,20.02,20.0,19.41,0.0,0,0.0,360.0,0,0,0
2172,2873,20.01,20.11,19.47,0.0,0,0.0,355.0,0,0,0
2173,2877,20.04,20.03,19.48,0.0,0,0.0,355.0,0,0,0
2174,2881,20.01,20.12,19.44,0.0,0,0.0,355.0,0,0,0
2175,2885,20.01,20.03,19.48,0.0,0,0.0,355.0,0,0,0
2176,2889,20.03,20.09,19.43,0.0,0,0.0,360.0,0,0,0
2177,2893,20.04,20.05,19.42,0.0,0,0.0,355.0,0,0,0
2178,2897,19.99,20.06,19.39,0.0,0,0.0,360.0,0,0,0
2179,2901,20.0,20.04,19.42,0.0,0,0.0,360.0,0,0,0
2180,2905,20.04,20.13,19.4,0.0,0,0.0,355.0,0,0,0
2181,2909,20.05,20.1,19.42,0.0,0,0.0,355.0,0,0,0
2182,2913,19.97,20.06,19.46,0.0,0,0.0,360.0,0,0,0
2183,2917,20.01,20.1,19.42,0.0,0,0.0,360.0,0,0,0
2184,2921,19.97,20.04,19.42,0.0,0,0.0,360.0,0,0,0
2185,2925,20.04,19.97,19.49,0.0,0,0.0,360.0,0,0,0
2186,2929,20.04,20.06,19.41,0.0,0,0.0,355.0,0,0,0
2187,2933,19.99,20.05,19.41,0.0,0,0.0,355.0,0,0,0
2188,2937,19.96,20.05,19.48,0.0,0,0.0,355.0,0,0,0
2189,2941,19.99,20.1,19.49,0.0,0,0.0,355.0,0,0,0
2190,2945,20.02,20.04,19.49,0.0,0,0.0,360.0,0,0,0
2191,2949,20.04,20.12,19.47,0.0,0,0.0,355.0,0,0,0
2192,2953,20.04,20.09,19.42,0.0,0,0.0,355.0,0,0,0
2193,2957,19.99,20.05,19.44,0.0,0,0.0,355.0,0,0,0
2194,2961,20.04,20.05,19.35,0.0,0,0.0,355.0,0,0,0
2195,2965,20.02,19.97,19.39,0.0,0,0.0,355.0,0,0,0
2196,2968,20.03,20.04,19.36,0.0,0,0.0,355.0,0,0,0
2197,2972,19.98,20.05,19.37,0.0,0,0.0,355.0,0,0,0
2198,2975,20.06,20.06,19.35,0.0,0,0.0,355.0,0,0,0
2199,2979,19.99,20.05,19.44,0.0,0,0.0,355.0,0,0,0
2200,2983,20.04,20.01,19.42,0.0,0,0.0,355.0,0,0,0
2201,2987,20.01,20.03,19.41,0.0,0,0.0,355.0,0,0,0
2202,2991,20.02,20.05,19.36,0.0,0,0.0,355.0,0,0,0
2203,2995,20.03,20.02,19.41,0.0,0,0.0,355.0,0,0,0
2204,2999,20.01,20.0,19.41,0.0,0,0.0,355.0,0,0,0
2205,3003,19.96,20.08,19.43,0.0,0,0.0,355.0,0,0,0
2206,3007,20.06,19.99,19.37,0.0,0,0.0,355.0,0,0,0
2207,3011,20.02,19.96,19.35,0.0,0,0.0,360.0,0,0,0
2208,3014,19.96,20.06,19.44,0.0,0,0.0,355.0,0,0,0
2209,3018,19.98,20.05,19.48,0.0,0,0.0,355.0,0,0,0
2210,3022,19.97,20.01,19.42,0.0,0,0.0,355.0,0,0,0
2211,3026,20.01,20.04,19.44,0.0,0,0.0,355.0,0,0,0
2212,3030,20.04,19.98,19.47,0.0,0,0.0,355.0,0,0,0
2213,3034,20.01,20.04,19.4,0.0,0,0.0,355.0,0,0,0
2214,3038,20.02,19.97,19.42,0.0,0,0.0,355.0,0,0,0
2215,3042,19.98,20.04,19.49,0.0,0,0.0,355.0,0,0,0
2216,3046,20.02,20.02,19.5,0.0,0,0.0,355.0,0,0,0
2217,3050,19.99,20.0,19.47,0.0,0,0.0,355.0,0,0,0
2218,3054,20.03,20.05,19.49,0.0,0,0.0,355.0,0,0,0
2219,3058,19.98,19.99,19.37,0.0,0,0.0,355.0,0,0,0
2220,3062,19.99,20.01,19.39,0.0,0,0.0,355.0,0,0,0
2221,3066,20.0,20.0,19.39,0.0,0,0.0,355.0,0,0,0
2222,3070,20.02,20.05,19.4,0.0,0,0.0,355.0,0,0,0
2223,3074,19.97,20.04,19.38,0.0,0,0.0,355.0,0,0,0
2224,3078,20.04,19.98,19.41,0.0,0,0.0,355.0,0,0,0
2225,3082,20.03,19.98,19.44,0.0,0,0.0,355.0,0,0,0
2226,3086,19.99,20.06,19.37,0.0,0,0.0,355.0,0,0,0
2227,3090,20.05,19.98,19.37,0.0,0,0.0,355.0,0,0,0
2228,3094,20.02,20.02,19.39,0.0,0,0.0,355.0,0,0,0
2229,3098,20.04,20.02,19.42,0.0,0,0.0,355.0,0,0,0
2230,3102,20.04,20.04,19.42,0.0,0,0.0,355.0,0,0,0
2231,3106,20.05,20.03,19.36,0.0,0,0.0,355.0,0,0,0
2232,3110,19.97,20.04,19.41,0.0,0,0.0,355.0,0,0,0
2233,3114,20.02,19.98,19.43,0.0,0,0.0,355.0,0,0,0
2234,3118,19.98,20.02,19.43,0.0,0,0.0,355.0,0,0,0
2235,3122,19.98,20.05,19.41,0.0,0,0.0,355.0,0,0,0
2236,3126,19.98,19.99,19.44,0.0,0,0.0,355.0,0,0,0
2237,3130,20.05,20.05,19.42,0.0,0,0.0,355.0,0,0,0
2238,3134,19.96,19.96,19.35,0.0,0,0.0,355.0,0,0,0
2239,3138,19.98,20.02,19.42,0.0,0,0.0,355.0,0,0,0
2240,3142,20.0,19.99,19.42,0.0,0,0.0,355.0,0,0,0
2241,3146,20.01,20.06,19.41,0.0,0,0.0,355.0,0,0,0
2242,3150,20.06,19.97,19.44,0.0,0,0.0,355.0,0,0,0
2243,3154,20.02,19.97,19.41,0.0,0,0.0,355.0,0,0,0
2244,3158,19.97,20.02,19.5,0.0,0,0.0,355.0,0,0,0
2245,3162,20.03,20.04,19.37,0.0,0,0.0,355.0,0,0,0
2246,3166,19.98,20.01,19.39,0.0,0,0.0,355.0,0,0,0
2247,3173,19.97,20.06,19.36,0.0,0,0.0,355.0,0,0,0
2248,3177,19.97,20.03,19.36,0.0,0,0.0,355.0,0,0,0
2249,3181,20.05,20.03,19.42,0.0,0,0.0,355.0,0,0,0
2250,3185,20.05,19.97,19.39,0.0,0,2.0,360.0,0,0,0
2251,3189,20.03,19.99,19.36,0.0,0,2.0,355.0,0,0,0
2252,3193,20.0,20.06,19.36,0.0,0,2.0,355.0,0,0,0
2253,3197,20.02,20.04,19.35,0.0,0,2.0,355.0,0,0,0
2254,3201,19.97,20.02,19.39,0.0,0,2.0,355.0,0,0,0
2255,3205,20.0,20.01,19.42,0.0,0,2.0,355.0,0,0,0
2256,3209,19.97,20.04,19.38,0.0,0,2.0,355.0,0,0,0
2257,3213,20.02,19.97,19.37,0.0,0,2.0,355.0,0,0,0
2258,3217,20.03,20.04,19.4,0.0,0,2.0,355.0,0,0,0
2259,3221,20.04,20.0,19.43,0.0,0,2.0,355.0,0,0,0
2260,3225,20.04,20.06,19.35,0.0,0,2.0,355.0,0,0,0
2261,3229,19.98,20.04,19.39,0.0,0,2.0,355.0,0,0,0
2262,3233,20.0,19.97,19.41,0.0,0,4.0,360.0,0,0,0
2263,3237,19.96,20.01,19.38,0.0,0,4.0,355.0,0,0,0
2264,3241,20.03,20.02,19.35,0.0,0,4.0,355.0,0,0,0
2265,3245,19.99,19.99,19.34,0.0,0,4.0,355.0,0,0,0
2266,3249,20.06,19.97,19.44,0.0,0,4.0,355.0,0,0,0
2267,3252,20.01,19.99,19.36,0.0,0,4.0,355.0,0,0,0
2268,3256,20.05,19.99,19.42,0.0,0,4.0,355.0,0,0,0
2269,3260,20.02,20.0,19.41,0.0,0,4.0,355.0,0,0,0
2270,3264,20.02,20.04,19.41,0.0,0,6.0,355.0,0,0,0
2271,3268,19.98,19.98,19.4,0.0,0,6.0,355.0,0,0,0
2272,3272,20.04,20.04,19.37,0.0,0,6.0,355.0,0,0,0
2273,3276,20.03,20.01,19.43,0.0,0,6.0,355.0,0,0,0
2274,3280,19.98,20.01,19.35,0.0,0,6.0,355.0,0,0,0
2275,3284,19.96,20.04,19.4,0.0,0,6.0,355.0,0,0,0
2276,3288,20.03,20.02,19.38,0.0,0,6.0,355.0,0,0,0
2277,3292,19.97,20.04,19.37,0.0,0,6.0,355.0,0,0,0
2278,3296,20.06,19.98,19.35,0.0,0,8.0,355.0,0,0,0
2279,3303,20.01,20.0,19.41,0.0,0,8.0,355.0,0,0,0
2280,3307,20.0,20.01,19.35,0.0,0,8.0,355.0,0,0,0
2281,3311,20.04,20.02,19.4,0.0,0,8.0,355.0,0,0,0
2282,3315,19.99,20.02,19.35,0.0,0,8.0,355.0,0,0,0
2283,3319,19.99,20.05,19.42,0.0,0,8.0,355.0,0,0,0
2284,3323,20.03,19.98,19.38,0.0,0,10.0,355.0,0,0,0
2285,3327,20.02,19.95,19.37,0.0,0,10.0,355.0,0,0,0
2286,3331,20.01,20.06,19.37,0.0,0,10.0,355.0,0,0,0
2287,3335,20.05,20.01,19.36,0.0,0,10.0,355.0,0,0,0
2288,3339,20.02,20.05,19.41,0.0,0,10.0,355.0,0,0,0
2289,3343,19.98,19.93,19.41,0.0,0,10.0,355.0,0,0,0
2290,3347,19.96,19.98,19.4,0.0,0,10.0,355.0,0,0,0
2291,3351,20.05,19.97,19.36,0.0,0,10.0,355.0,0,0,0
2292,3355,20.03,19.97,19.43,0.0,0,10.0,355.0,0,0,0
2293,3359,20.05,19.96,19.35,0.0,0,10.0,355.0,0,0,0
2294,3363,20.0,20.01,19.42,0.0,0,10.0,355.0,0,0,0
2295,3367,20.06,19.98,19.48,0.0,0,10.0,355.0,0,0,0
2296,3371,20.0,19.98,19.37,0.0,0,12.0,355.0,0,0,0
2297,3375,19.91,20.0,19.34,0.0,0,12.0,355.0,0,0,0
2298,3379,20.01,20.03,19.43,2.0,0,12.0,355.0,0,0,0
2299,3383,20.01,19.98,19.36,0.0,0,12.0,355.0,0,0,0
2300,3387,19.98,19.97,19.36,2.0,0,12.0,355.0,0,0,0
2301,3391,20.01,20.06,19.38,0.0,0,14.0,355.0,0,0,0
2302,3395,20.04,20.06,19.41,2.0,2,14.0,355.0,0,0,0
2303,3399,20.05,19.91,19.39,2.0,2,14.0,355.0,0,0,0
2304,3402,20.0,19.97,19.41,2.0,2,14.0,355.0,0,0,0
2305,3406,19.97,19.95,19.4,2.0,2,14.0,355.0,0,0,0
2306,3410,19.99,19.98,19.43,2.0,2,14.0,355.0,0,0,0
2307,3414,20.02,19.99,19.48,2.0,2,14.0,355.0,0,0,0
2308,3417,20.0,20.05,19.45,2.0,2,16.0,355.0,0,0,0
2309,3421,19.98,19.96,19.45,2.0,2,16.0,355.0,0,0,0
2310,3425,20.0,20.0,19.44,2.0,2,16.0,355.0,0,0,0
2311,3429,20.05,20.05,19.44,2.0,2,16.0,355.0,0,0,0
2312,3433,19.99,19.9,19.38,2.0,2,16.0,355.0,0,0,0
2313,3437,20.03,20.01,19.47,2.0,2,16.0,355.0,0,0,0
2314,3441,20.02,20.01,19.41,2.0,2,18.0,355.0,0,0,0
2315,3445,19.98,20.0,19.37,2.0,2,18.0,355.0,0,0,0
2316,3448,20.06,20.04,19.4,2.0,2,18.0,355.0,0,0,0
2317,3452,20.0,20.0,19.39,2.0,2,18.0,355.0,0,0,0
2318,3456,20.01,20.01,19.37,2.0,2,20.0,355.0,0,0,0
2319,3460,20.0,20.03,19.43,2.0,2,20.0,355.0,0,0,0
2320,3464,19.99,20.03,19.45,2.0,2,20.0,355.0,0,0,0
2321,3468,20.0,19.99,19.43,2.0,2,20.0,355.0,0,0,0
2322,3472,19.97,20.05,19.43,2.0,2,20.0,355.0,0,0,0
2323,3476,20.05,19.97,19.35,2.0,2,20.0,355.0,0,0,0
2324,3480,20.06,20.03,19.37,2.0,2,20.0,355.0,0,0,0
2325,3484,20.0,20.03,19.39,2.0,2,20.0,360.0,0,0,0
2326,3488,20.02,20.02,19.44,2.0,2,20.0,355.0,0,0,0
2327,3492,19.98,19.97,19.41,2.0,2,20.0,355.0,0,0,0
2328,3496,20.06,20.02,19.43,2.0,2,20.0,355.0,0,0,0
2329,3500,20.03,20.04,19.36,4.0,4,20.0,355.0,0,0,0
2330,3507,20.02,20.01,19.42,4.0,4,22.0,355.0,0,0,0
2331,3511,19.97,20.01,19.42,4.0,4,22.0,355.0,0,0,0
2332,3515,20.02,20.01,19.43,4.0,4,22.0,355.0,0,0,0
2333,3519,20.05,19.96,19.43,4.0,4,22.0,355.0,0,0,0
2334,3523,19.98,19.99,19.41,4.0,4,24.0,355.0,0,0,0
2335,3527,20.05,19.96,19.4,4.0,4,24.0,355.0,0,0,0
2336,3531,20.01,20.0,19.37,4.0,4,24.0,355.0,0,0,0
2337,3538,20.0,20.05,19.37,4.0,4,24.0,355.0,0,0,0
2338,3542,20.05,20.04,19.35,4.0,4,26.0,355.0,0,0,0
2339,3546,20.0,20.02,19.36,4.0,4,26.0,355.0,0,0,0
2340,3550,20.05,20.01,19.39,4.0,4,26.0,355.0,0,0,0
2341,3554,19.9,20.05,19.42,4.0,4,26.0,355.0,0,0,0
2342,3558,20.0,20.06,19.38,4.0,4,26.0,355.0,0,0,0
2343,3562,19.96,20.0,19.4,4.0,4,28.0,355.0,0,0,0
2344,3566,19.99,20.02,19.39,4.0,4,28.0,355.0,0,0,0
2345,3570,20.05,19.98,19.44,4.0,4,28.0,355.0,0,0,0
2346,3574,19.98,19.98,19.36,4.0,4,28.0,360.0,0,0,0
2347,3578,20.04,19.98,19.38,4.0,4,28.0,360.0,0,0,0
2348,3582,20.05,19.98,19.43,4.0,4,28.0,355.0,0,0,0
2349,3586,19.98,20.01,19.36,4.0,4,28.0,355.0,0,0,0
2350,3590,20.01,20.02,19.4,4.0,4,28.0,355.0,0,0,0
2351,3594,20.0,20.04,19.38,4.0,4,28.0,355.0,0,0,0
2352,3597,20.01,19.91,19.36,6.0,6,28.0,355.0,0,0,0
2353,3601,19.99,19.91,19.35,6.0,6,30.0,355.0,0,0,0
2354,3605,20.04,19.95,19.35,6.0,6,30.0,355.0,0,0,0
2355,3609,19.97,19.92,19.39,6.0,6,30.0,355.0,0,0,0
2356,3613,19.97,19.99,19.4,6.0,6,30.0,355.0,0,0,0
2357,3617,20.01,19.93,19.38,6.0,6,30.0,355.0,0,0,0
2358,3621,20.02,19.93,19.45,6.0,6,32.0,355.0,0,0,0
2359,3625,19.96,19.92,19.36,6.0,6,32.0,355.0,0,0,0
2360,3629,20.02,19.94,19.38,6.0,6,32.0,355.0,0,0,0
2361,3633,20.02,20.01,19.37,6.0,6,32.0,360.0,0,0,0
2362,3637,20.01,19.99,19.41,6.0,6,34.0,355.0,0,0,0
2363,3641,19.98,20.0,19.42,6.0,6,34.0,355.0,0,0,0
2364,3645,19.93,19.93,19.34,6.0,6,34.0,360.0,0,0,0
2365,3649,19.95,19.95,19.44,6.0,6,36.0,355.0,0,0,0
2366,3653,19.94,19.91,19.41,6.0,6,36.0,355.0,0,0,0
2367,3657,19.92,19.95,19.49,6.0,8,36.0,355.0,0,0,0
2368,3661,19.9,19.93,19.39,6.0,8,36.0,355.0,0,0,0
2369,3665,19.99,20.0,19.38,8.0,6,38.0,360.0,0,0,0
2370,3669,19.99,19.99,19.41,8.0,8,38.0,355.0,0,0,0
2371,3673,20.05,19.94,19.41,8.0,8,38.0,360.0,0,0,0
2372,3677,20.01,20.0,19.39,8.0,8,40.0,355.0,0,0,0
2373,3681,20.0,19.98,19.43,8.0,8,40.0,355.0,0,0,0
2374,3685,20.03,20.0,19.42,8.0,8,40.0,355.0,0,0,0
2375,3689,19.97,20.02,19.35,8.0,8,40.0,355.0,0,0,0
2376,3693,20.01,19.98,19.42,8.0,8,40.0,355.0,0,0,0
2377,3697,19.93,19.91,19.42,8.0,8,40.0,360.0,0,0,0
2378,3701,20.02,19.99,19.34,8.0,8,40.0,355.0,0,0,0
2379,3705,20.04,20.04,19.38,8.0,8,42.0,355.0,0,0,0
2380,3709,20.03,20.02,19.36,8.0,8,42.0,360.0,0,0,0
2381,3713,20.03,19.95,19.42,8.0,8,42.0,360.0,0,0,0
2382,3717,19.98,20.04,19.43,8.0,8,44.0,355.0,0,0,0
2383,3721,20.0,19.98,19.41,8.0,8,44.0,355.0,0,0,0
2384,3725,20.06,20.04,19.43,8.0,8,44.0,355.0,0,0,0
2385,3729,19.92,20.06,19.41,8.0,8,44.0,360.0,0,0,0
2386,3733,20.04,19.99,19.36,8.0,10,46.0,360.0,0,0,0
2387,3737,19.97,20.06,19.41,8.0,10,46.0,355.0,0,0,0
2388,3741,20.05,20.04,19.41,8.0,10,46.0,355.0,0,0,0
2389,3748,20.04,20.04,19.38,10.0,10,46.0,355.0,0,0,0
2390,3752,19.94,19.99,19.37,10.0,10,46.0,360.0,0,0,0
2391,3756,19.99,19.94,19.39,10.0,10,48.0,360.0,0,0,0
2392,3760,19.98,20.01,19.35,10.0,10,48.0,360.0,0,0,0
2393,3764,20.04,20.0,19.35,10.0,10,48.0,360.0,0,0,0
2394,3768,20.02,20.06,19.37,10.0,10,48.0,360.0,0,0,0
2395,3772,20.02,20.05,19.4,10.0,10,48.0,360.0,0,0,0
2396,3776,19.99,20.01,19.41,10.0,10,48.0,360.0,0,0,0
2397,3780,20.0,20.0,19.4,10.0,10,48.0,360.0,0,0,0
2398,3784,20.06,19.97,19.47,10.0,10,48.0,360.0,0,0,0
2399,3788,20.06,20.0,19.36,10.0,10,48.0,360.0,0,0,0
2400,3792,19.98,19.99,19.44,10.0,10,50.0,360.0,0,0,0
2401,3796,19.92,20.02,19.35,10.0,10,50.0,360.0,0,0,0
2402,3800,19.98,20.04,19.41,10.0,10,50.0,355.0,0,0,0
2403,3804,19.96,20.05,19.35,10.0,10,52.0,355.0,0,0,0
2404,3808,20.05,20.02,19.48,10.0,10,52.0,360.0,0,0,0
2405,3812,19.95,20.03,19.36,10.0,10,52.0,360.0,0,0,0
2406,3816,19.98,20.06,19.38,10.0,10,52.0,360.0,0,0,0
2407,3820,20.04,19.97,19.4,10.0,10,52.0,360.0,0,0,0
2408,3824,20.04,20.0,19.41,10.0,10,52.0,360.0,0,0,0
2409,3828,20.01,19.97,19.41,10.0,10,52.0,360.0,0,0,0
2410,3832,20.03,20.06,19.42,10.0,10,54.0,360.0,0,0,0
2411,3836,19.93,19.99,19.43,10.0,10,54.0,360.0,0,0,0
2412,3840,20.0,20.01,19.35,10.0,10,54.0,360.0,0,0,0
2413,3843,20.04,19.97,19.37,10.0,10,54.0,360.0,0,0,0
